function	055A	056A	068A	071A	077A	078A	091A	092A	098A	099A	100A	101A	217A	218A	219A	220A	223A	224A	225A	241A	242A	243A	244A	245A	246A	248A
EC:3.5.4.4	14676.5	16275.67	31768.7	31504.95	25233.25	20723.34	13864.33	21110.08	16134.93	22689.99	20078.24	21514.96	2509.31	4111.96	4637.17	5597.52	11898.77	6179.58	7044.84	8018.67	6137.83	5139.49	5492.42	5698.08	6912.04	4850.75
EC:3.5.4.40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.5.4.5	9482.27	11803.61	12800.37	13384.62	10634.85	4425.34	14338.9	13360.26	12550.98	13185.12	17307.34	12473.7	14428.63	39948.13999999999	10218.5	39780.77	14921.96	20319.800000000003	22628.9	25899.870000000003	26164.92	30224.63	25704.33	16862.84	12806.55	27504.24
EC:3.5.4.9	15563.27	18985.61	38328.37	39977.95	35451.85	24409.01	23856.9	25674.26	16642.98	23321.12	22607.34	22316.7	14254.02	27900.46	10140.9	28028.97	22004.56	21884.800000000003	18880.7	20874.87	27572.92	23258.46	26300.33	17584.239999999998	14389.34	29064.840000000004
EC:3.5.5.1	0.0	0.0	127.0	174.0	50.0	225.67	66.0	15.0	45.0	6.0	13.0	17.0	186.0	275.5	29.0	21.0	5.0	0.0	16.0	0.0	9.0	0.0	0.0	5.0	3.25	9.0
EC:3.5.5.7	0.0	0.0	0.0	0.0	0.0	5.34	0.0	0.0	0.0	0.0	0.0	0.0	60.5	45.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
EC:3.5.99.10	15109.27	16305.61	13572.37	13810.7	10492.1	4371.34	16927.4	15202.51	18040.39	18472.87	23095.64	18610.28	13030.62	27519.39	13684.0	29700.77	15658.46	21679.550000000003	20441.07	19721.62	27404.92	23099.46	22845.83	14764.09	12724.8	26503.49
EC:3.5.99.2	2730.0	3815.0	5552.37	4628.2	445.17	1773.6699999999998	3418.33	6562.83	7261.889999999999	7567.17	9353.52	6024.86	2321.22	2601.39	624.73	2974.7	2932.43	194.67	1559.31	1703.84	735.5	1617.33	256.17	3233.57	1314.12	1960.77
EC:3.5.99.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.17	0.0	0.0	0.0	0.0
EC:3.5.99.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	7.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
EC:3.5.99.6	18277.77	24824.11	43683.87	44372.95	48699.02	25129.84	25407.9	31092.76	23553.48	30797.45	32716.51	28338.7	18438.56	46621.630000000005	12941.13	47803.22	30939.56	35994.55	23817.03	32517.03	47250.67	35695.28	47065.83	23696.3	22318.72	50706.5
EC:3.5.99.7	0.0	0.0	240.0	326.0	92.0	391.67	115.0	30.0	93.0	12.0	26.0	34.0	294.0	274.75	82.0	27.0	0.0	2.0	27.0	0.0	4.0	5.0	8.0	6.0	6.5	2.0
EC:3.6.1.1	16217.27	19162.61	39141.37	40406.95	36630.35	24533.35	23130.9	25998.76	17005.199999999997	23518.12	23520.19	22549.06	19373.33	21075.75	12711.149999999998	22807.57	22705.66	22444.13	16107.87	16216.87	28382.42	21240.2	27885.67	19434.74	14449.34	28103.67
EC:3.6.1.11	19158.0	23125.84	31316.17	31514.17	26675.34	22133.51	26295.49	28542.49	21144.45	27983.340000000004	26814.54	27636.56	10282.97	25193.39	11036.4	26941.19	22292.870000000003	11188.91	14492.48	18125.84	10785.41	17570.16	14474.85	14438.89	12676.54	13381.93
EC:3.6.1.13	15563.27	19362.61	38300.37	39961.95	35440.85	24351.01	22329.9	25738.26	16648.98	23327.12	22697.34	22379.7	11529.15	26716.54	9963.25	25573.72	20169.56	8181.72	18679.37	21245.37	9239.67	23365.96	14643.49	15605.84	10463.59	10493.34
EC:3.6.1.15	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	6.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.17	0.0	0.0	0.0	0.0
EC:3.6.1.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	30.5	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0
EC:3.6.1.22	5173.5	7630.67	160.67	198.42	1581.59	1295.17	7430.66	4324.41	5093.31	5276.92	6948.4400000000005	6158.030000000001	6043.169999999999	20963.29	6193.73	18897.35	6833.1	15818.25	10648.84	12730.92	21367.33	14421.89	15153.09	6517.81	4476.04	22189.58
EC:3.6.1.23	15549.77	18970.11	38301.87	39960.62	35451.85	24408.34	21951.4	25648.26	16620.48	23294.12	22501.84	22294.7	14457.19	27682.21	10117.9	28014.97	21993.56	21884.800000000003	18816.7	20813.87	27562.92	23284.46	26506.33	17531.239999999998	14495.34	28669.840000000004
EC:3.6.1.25	5161.0	4928.67	9.0	19.75	8.25	10.67	3904.83	3712.58	4994.64	5130.42	5508.6	5838.530000000001	312.0	1610.83	4108.17	2007.42	1542.17	1975.08	2256.84	1303.42	1983.83	1422.67	396.42	841.58	1430.25	1126.42
EC:3.6.1.26	5161.0	4928.67	9.0	19.75	8.25	12.67	3904.83	3712.58	4994.64	5130.42	5508.6	5838.530000000001	262.25	1555.83	4105.17	2007.42	1542.17	1975.08	2266.84	1303.42	1983.83	1422.67	397.92	841.58	1430.25	1126.42
EC:3.6.1.27	37000.71	43043.4	83068.06999999999	88261.98	72899.44	49576.69	48721.47	55077.95	38717.27	52225.16	51768.11	50961.27	29338.74	57214.67	26145.88	59277.7	48462.78999999999	48429.01	45475.07	46139.99	59068.84	49702.92	53438.08	37251.62	31135.89	56920.76
EC:3.6.1.31	8119.6	10967.77	5681.17	4792.42	14263.19	2939.34	11378.06	10148.41	12211.31	12818.12	16356.34	12060.53	14134.79	27861.31	9092.83	28453.27	14466.8	19191.13	15336.740000000002	16634.62	25156.08	22192.39	22123.33	14039.010000000002	10913.59	25698.08
EC:3.6.1.40	19158.0	23125.84	31316.17	31514.17	26675.34	22133.51	26295.49	28542.49	21144.45	27983.340000000004	26814.54	27636.56	10282.97	25193.39	11036.4	26941.19	22292.870000000003	11188.91	14492.48	18125.84	10785.41	17570.16	14474.85	14438.89	12676.54	13381.93
EC:3.6.1.41	5173.5	4971.17	149.67	196.42	74.42	1262.34	4044.66	3745.41	5044.31	5154.59	5522.77	5855.530000000001	1166.74	2403.99	4246.0	2080.25	1642.0	1992.75	2421.01	1549.2600000000002	2053.33	1679.5	426.59	935.75	1483.87	1161.42
EC:3.6.1.45	5277.5	5063.84	22.67	22.42	24.42	1036.67	3984.99	3797.74	5087.9800000000005	5235.26	5605.77	5939.200000000001	460.25	1892.74	4307.67	2125.42	1678.6699999999998	2096.08	2410.6800000000003	1461.93	2099.66	1465.1699999999998	435.26	916.08	1516.08	1204.59
EC:3.6.1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.6.1.54	5173.5	4971.17	154.67	203.42	74.42	1276.34	3970.66	3745.41	5047.31	5139.59	5522.77	5855.530000000001	3933.69	3732.74	4467.4	4434.0	3842.0	15882.83	2772.01	1521.7600000000002	20506.58	1785.5	14375.43	3294.15	5397.62	18821.42
EC:3.6.1.55	29987.47	40116.81	82128.77	82672.34999999999	73857.89	53749.68	38641.7	51245.76	29731.48	45400.18000000001	42250.48	42718.2	22515.78	74722.22000000002	13840.36	71541.49	38709.06	17515.65	42786.66	57327.34	18623.67	58680.24999999999	33816.130000000005	32234.06	22604.07	20983.66
EC:3.6.1.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.0	151.0	23.0	21.0	7.0	0.0	22.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.6.1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.6.1.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.6.1.63	5161.0	4928.67	29.0	28.75	27.25	49.0	3973.83	3712.58	5000.64	5145.42	5508.6	5838.530000000001	457.75	1641.33	4153.17	2007.67	1542.17	1975.08	2261.84	1406.42	1987.83	1584.67	393.67	896.58	1442.25	1126.42
EC:3.6.1.65	5161.0	4928.67	9.0	19.75	8.25	10.0	3904.83	3712.58	4994.64	5130.42	5508.6	5838.530000000001	252.25	1524.83	4105.17	2007.42	1542.17	1975.08	2254.84	1303.42	1983.83	1422.67	396.42	841.58	1430.25	1126.42
EC:3.6.1.66	14716.0	18642.67	38329.37	39984.95	32671.59	22026.340000000004	20514.16	25090.91	16143.31	22861.92	21444.94	21769.03	17303.75	29077.01	8307.43	30051.42	24633.300000000003	34784.41	15661.44	20256.92	45194.83	22458.39	40143.77	19831.51	18195.54	47264.28
EC:3.6.1.7	15561.27	18814.61	38179.37	39779.62	35029.35	24101.34	20100.4	25444.76	16588.98	23258.12	22331.34	22299.7	4651.59	9830.91	8846.0	9441.62	15806.96	5519.72	11383.7	10762.37	6780.17	10813.56	6007.49	8312.34	8570.55	8022.34
EC:3.6.1.8	5173.5	4971.17	159.67	194.42	81.42	1268.67	3972.66	3745.41	5050.31	5139.59	5522.77	5855.530000000001	608.66	1988.49	4162.0	2033.75	1606.0	1998.75	2293.01	1446.2600000000002	2031.33	1432.5	428.09	875.75	1455.58	1152.92
EC:3.6.1.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.6.3.12	16333.27	15128.95	405.0	548.25	20965.51	3413.51	17054.730000000003	13891.589999999998	15630.589999999998	15868.46	17990.199999999997	18114.26	15237.87	13925.23	16708.78	16884.809999999998	21798.17	49163.96	19228.25	7549.96	64484.58	13401.04	39273.66	14073.94	17730.3	58388.92
EC:3.6.3.14	42300.81	52634.0	83388.94	88669.59999999999	82787.3	51885.37	61844.7	62674.03	43356.97	57383.94	59726.920000000006	56972.41	42204.21000000001	87430.28000000001	36543.07	84777.73000000001	57710.52	62326.06	58524.46	61363.600000000006	80463.34	74534.70000000001	70645.48999999999	47097.49	37779.82	83400.0
EC:3.6.3.16	6.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	400.99	247.32	16.0	11.0	0.0	0.0	19.01	0.0	14.0	13.17	5.0	0.0	0.0	7.0
EC:3.6.3.17	45684.27	57818.3	13583.71	14314.54	40776.95	8350.54	64201.87	44729.48	48675.990000000005	50068.64	62879.84	54992.130000000005	50810.83	181406.33	53220.100000000006	170731.43	50009.07	28813.96	85401.79	108242.9	34658.64	139060.55000000002	47870.36	66696.5	39436.04	47560.67
EC:3.6.3.2	6011.27	5441.610000000001	6462.2	8344.95	2794.51	2425.34	8584.57	6104.93	5810.03	5749.62	6890.849999999999	6594.06	2372.8300000000004	3268.03	6767.4400000000005	2581.79	4101.23	3226.55	6906.9	3418.87	3017.17	4054.71	3042.32	2185.11	2433.55	2601.08
EC:3.6.3.20	5057.0	4836.0	59.0	48.75	34.25	123.34	3826.5	3645.25	5226.69	5173.75	5632.45	5945.719999999999	507.99	1762.66	4000.25	1943.75	1478.5	1877.75	2192.84	1291.75	1909.5	1390.0	396.75	806.25	1367.25	1068.75
EC:3.6.3.21	31660.81	37249.49	105438.77	112093.68	99512.54	70644.05	50945.880000000005	60707.46	27816.92	45564.850000000006	38751.06	44538.34	23654.64	54714.37999999999	19559.42	51251.41	46771.48	17220.16	38467.63	45843.850000000006	18918.18	49794.18000000001	29022.54	34139.86	23598.94	24818.26
EC:3.6.3.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.6.3.24	10244.0	9788.34	18.0	41.5	16.5	20.0	8138.66	7773.16	9929.78	10215.34	10961.7	11587.06	2174.0	4721.16	9293.34	4392.34	3568.34	4306.16	4970.68	3005.84	4188.66	5233.34	787.34	2249.16	2976.5	2252.84
EC:3.6.3.25	5164.0	4928.67	166.0	213.75	80.25	315.34000000000003	3968.83	3727.58	5045.64	5136.42	5521.6	5855.530000000001	1100.16	2364.83	4229.17	2084.42	1558.17	1975.08	2388.84	1406.42	2000.83	1906.67	419.42	1006.58	1449.04	1153.42
EC:3.6.3.27	23233.54	26884.550000000003	70972.56999999999	75166.81999999999	63149.11	46605.35	32158.640000000003	40210.61	21217.65	33941.32	29120.74	32707.370000000003	12680.42	28176.54	12261.17	25095.42	28428.02	25155.85	23189.56	25805.07	30352.009999999995	25862.95	30439.07	19054.77	15186.14	30665.1
EC:3.6.3.28	5164.0	5098.67	154.0	198.08	69.25	248.34	5947.83	3745.58	5049.64	5155.42	5545.6	5855.530000000001	866.4799999999999	2436.14	4269.32	2100.87	1558.77	1982.08	2468.6400000000003	1589.67	1999.83	1626.59	412.67	959.31	1442.25	1829.02
EC:3.6.3.29	7891.0	8800.17	5675.17	4786.42	1682.92	2062.01	7588.66	8814.41	12034.31	12581.59	15331.27	11679.53	4153.89	7898.87	6563.5	9567.85	6542.6	4264.25	7136.01	6731.26	4657.83	7227.07	2155.09	6034.25	4203.83	3989.92
EC:3.6.3.3	17672.54	20822.22	49557.4	53175.48	42895.94	29430.35	26040.140000000003	30027.11	18093.65	25867.82	25028.07	24843.54	13252.28	28008.930000000004	12338.51	26683.44	23313.96	21489.68	23581.09	23472.4	27658.34	26490.42	24446.730000000003	16844.260000000002	13652.27	30310.5
EC:3.6.3.30	67.0	209.5	371.34	432.34	1916.34	2608.6800000000003	1610.16	190.66	1073.25	525.09	1872.64	702.5799999999999	4721.37	9602.02	3577.16	8049.26	3925.26	2059.34	3533.68	4106.68	1880.0	3906.57	1060.34	4726.34	813.16	1343.67
EC:3.6.3.31	15563.27	18975.61	38189.37	39794.95	41138.85	24275.34	21866.9	25643.26	16594.98	23300.12	22594.34	22299.7	10857.58	26720.29	10108.0	26127.05	21734.56	19393.72	18371.7	21155.37	26008.17	23685.46	21365.99	15733.84	11571.8	28817.340000000004
EC:3.6.3.32	12154.27	12642.61	32026.2	34977.95	27685.51	22608.01	12314.570000000002	18253.93	9670.31	15735.62	12048.0	16227.2	1163.6799999999998	2736.75	6349.84	2549.79	9712.63	16364.55	6642.7	5785.870000000001	21456.17	4199.74	13164.32	4624.51	6025.05	20209.68
EC:3.6.3.33	5161.0	4928.67	9.0	19.75	8.25	10.0	3904.83	3712.58	4994.64	5130.42	5508.6	5838.530000000001	307.0	1610.83	4108.17	2007.42	1542.17	1975.08	2254.84	1303.42	1983.83	1422.67	396.42	841.58	1430.25	1126.42
EC:3.6.3.34	41682.14	47133.65	52080.11	53389.69	42263.55	27995.69	47217.2	51909.77	50358.84	57009.61	64413.48	56077.17	28813.67	48427.43000000001	34372.18	51489.93	40881.58	46464.32	39952.69	35099.45	57800.01	40566.65	43427.9	31965.31	26994.81	52705.670000000006
EC:3.6.3.36	5161.0	4928.67	150.0	191.75	69.25	244.67	3968.83	3727.58	5045.64	5136.42	5521.6	5855.530000000001	338.25	1652.58	4150.17	2025.42	1542.17	1975.08	2294.84	1303.42	1983.83	1422.67	405.42	841.58	1432.75	1126.42
EC:3.6.3.4	14543.27	19741.94	44398.2	44071.2	25215.93	21002.01	15744.240000000002	26371.35	24668.17	30913.53	34020.07	26212.17	7599.45	9516.56	5415.4	14255.89	17180.559999999998	19268.050000000003	12737.69	12784.61	25437.09	10858.29	19792.74	10811.99	12905.72	23616.92
EC:3.6.3.40	14677.27	19773.44	52422.0	53657.0	39115.600000000006	30932.67	17241.24	27378.85	20064.67	29468.86	28111.74	25913.17	3735.1	20020.67	4588.33	20585.7	14447.96	4660.47	12307.02	17954.52	5931.84	17020.13	9842.4	10593.75	9748.14	6760.58
EC:3.6.3.41	5173.5	4971.17	159.67	194.42	81.42	1268.67	3972.66	3745.41	4741.59	4994.59	5302.92	5647.67	678.58	2088.74	4173.0	2140.75	1611.0	2004.75	2322.01	1446.2600000000002	2038.33	1474.5	428.09	875.75	1455.58	1402.92
EC:3.6.3.44	2717.5	3772.5	5533.5	4616.0	387.0	739.0	3866.5	4954.0	6943.5	7404.0	9132.5	5817.0	337.0	954.25	386.0	2155.0	1105.0	153.0	1343.0	1426.25	637.0	600.75	171.0	754.0	1261.0	1359.0
EC:3.6.3.5	17672.54	20822.22	49557.4	53175.48	42895.94	29430.35	26040.140000000003	30027.11	18093.65	25867.82	25028.07	24843.54	13252.28	28008.930000000004	12338.51	26683.44	23313.96	21489.68	23581.09	23472.4	27658.34	26490.42	24446.730000000003	16844.260000000002	13652.27	30310.5
EC:3.6.3.54	21641.270000000004	26128.11	63815.37	66526.95	60111.18	44323.01	26477.9	36340.76	20701.48	33419.79	27741.67	32143.7	11562.44	27220.270000000004	10085.52	25327.77	25565.36	9830.22	18100.24	22278.96	10333.67	21592.99	15105.99	17342.28	12135.92	10549.08
EC:3.6.3.55	0.0	0.0	3.0	3.0	4.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	112.25	192.0	45.5	29.0	7.0	6.0	22.0	4.0	165.0	48.0	7.5	100.0	0.0	0.0
EC:3.6.3.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.6.3.8	13412.2	17692.7	57943.2	61479.53	66033.2	41066.0	24897.800000000003	28714.5	8526.5	20727.4	13796.8	20195.0	19098.73	35198.57	9181.0	32511.160000000003	29999.0	23607.68	18622.6	25131.15	28900.75	29288.99	32859.14	22876.7	15879.1	29857.6
EC:3.6.3.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.6.4.12	154051.19999999998	189045.6	381589.03	398880.51	354195.33	242896.1	219225.17000000004	251761.77	166356.13	233115.03	225880.23	223116.0	137759.05000000002	274837.60000000003	100681.17	278390.53	219346.77	217161.33	187877.83	207817.86	274368.2	232285.77	260547.13	175097.23	143613.41	282744.73
EC:3.6.4.13	56955.53999999999	60422.56999999999	77241.07999999999	80729.98999999999	75701.62	51914.04	61249.11	69371.08	58412.0	72178.35	71410.35	73633.55	26926.92	49036.920000000006	39349.08	47445.1	47094.53	51419.92	42638.10999999999	36975.36	62226.740000000005	39547.21	48098.69	32053.16	29958.67	58263.12
EC:3.6.4.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.7.1.12	3.0	2190.0	262.0	346.0	7328.17	566.6700000000001	3281.0	793.5	477.22	299.33	1618.52	488.36	7113.48	8053.88	3129.58	8776.1	6626.1	2248.0	4476.5	5118.66	2708.5	8711.89	4145.5	6427.16	2281.17	3024.16
EC:3.7.1.14	5018.0	4801.5	9.0	19.75	8.25	10.0	3798.0	3617.25	4876.22	4989.0	5372.85	5692.860000000001	240.41	1464.08	3949.5	1917.0	1476.5	1871.75	2145.17	1291.75	1909.5	1390.0	380.0	801.25	1367.25	1068.75
EC:3.7.1.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.7.1.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.7.1.2	0.0	0.0	276.0	360.0	111.0	493.34	123.0	30.0	99.0	12.0	26.0	34.0	646.66	648.25	158.0	44.0	0.0	2.0	112.0	0.0	24.5	7.0	10.0	11.0	22.5	5.0
EC:3.7.1.20	5018.0	4801.5	39.0	42.75	31.25	81.67	3798.0	3617.25	4882.22	4989.0	5372.85	5688.860000000001	414.41	1649.0	3964.75	1929.0	1478.5	1871.75	2155.5	1291.75	1907.5	1390.0	380.0	806.25	1367.25	1071.75
EC:3.7.1.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.7.1.22	12.5	42.5	173.86999999999998	205.87	73.17	1258.0	54.83	32.83	364.39	154.17000000000002	234.02	231.86	259.41	234.07	48.58	9.08	73.83	30.17	56.84	142.84	61.0	37.0	32.92	34.17	25.33	20.17
EC:3.7.1.3	0.0	0.0	12.0	11.0	4.0	36.0	13.0	0.0	0.0	0.0	0.0	0.0	338.33000000000004	309.0	68.0	42.0	0.0	2.0	54.0	0.0	0.0	2.0	7.0	2.0	4.5	0.0
EC:3.7.1.5	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	42.0	9.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.7.1.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114.0	184.0	81.0	60.0	0.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:3.8.1.2	9647.77	11294.44	37648.7	39696.53	34712.26	23530.68	10821.24	18081.35	11596.17	18025.2	16067.9	16224.67	3980.7	7379.18	4757.27	7058.0	11586.86	14838.47	5937.06	7615.450000000001	20742.34	7041.74	11438.4	8137.530000000001	6673.8	20956.66
EC:3.8.1.3	0.0	0.0	4.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	13.5	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0
EC:3.8.1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	17.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.1.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.1.1.11	7881.5	8711.17	5647.5	4776.75	872.4200000000001	999.67	6981.83	8706.08	11994.14	12577.75	14819.77	11681.53	5285.339999999999	4959.05	4873.4	8099.27	5272.77	16234.16	4440.17	3357.58	21604.08	3973.89	16747.760000000002	4603.139999999999	7003.46	20011.91
EC:4.1.1.12	0.0	0.0	0.0	0.0	4.0	1.5	249.0	0.0	9.0	0.0	0.0	0.0	1752.0	258.75	52.0	2156.75	1775.0	19985.75	127.0	51.5	29164.25	75.5	14889.5	2366.0	4397.75	30353.0
EC:4.1.1.15	10244.0	9788.34	18.0	39.5	16.5	20.67	7752.66	7369.16	9312.34	9891.34	10498.0	11171.34	2595.25	3376.75	8245.84	6230.09	5244.34	17838.239999999998	4555.34	2673.34	22392.91	2966.84	14701.18	4084.16	6727.25	19883.84
EC:4.1.1.17	16400.0	17178.34	25554.0	26637.5	24890.5	20010.0	15606.66	18217.16	13796.56	20251.84	16097.35	21312.2	1214.42	4438.33	8339.42	4161.17	9327.17	6025.83	4916.18	5483.51	5958.16	4303.17	4741.51	4605.33	5937.83	4012.01
EC:4.1.1.18	10870.0	9789.67	823.0	484.5	16.5	58.0	7804.33	7458.83	9900.61	10159.17	10921.2	11576.39	795.8299999999999	3477.66	8347.67	4083.42	3210.67	4000.83	4577.01	2977.17	4010.33	3382.67	885.42	1829.83	2885.25	2222.17
EC:4.1.1.19	10429.0	9950.01	161.0	240.5	66.5	268.34000000000003	7975.99	7507.49	9817.23	10223.51	10906.35	11586.87	4459.53	5382.08	8776.66	6524.01	5358.01	17955.57	5081.68	2694.01	22517.24	3224.01	14760.6	4167.89	6854.25	20229.84
EC:4.1.1.2	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	59.0	27.0	20.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.1.1.20	15561.27	18815.61	38330.37	39980.95	35605.520000000004	24409.01	22826.9	25698.26	16645.98	23373.45	22838.01	22325.7	14346.27	27737.710000000003	10145.23	29054.97	24954.56	26925.800000000003	21319.03	22661.53	33827.42	24941.95	28636.33	18909.9	14886.51	33341.5
EC:4.1.1.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.1.1.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	85.0	33.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.1.1.23	15563.27	18985.61	38325.37	39977.95	35451.85	24409.01	21959.9	25658.26	16642.98	23321.12	22607.34	22316.7	14260.02	27992.46	10181.9	28044.97	22004.56	21884.800000000003	18916.7	20874.87	27570.92	23258.46	26300.33	17531.239999999998	14389.34	28394.840000000004
EC:4.1.1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.1.1.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.1.1.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:4.1.1.3	211.5	5301.5	200.41	256.41	27949.85	3841.35	10017.49	4901.49	2385.05	1410.17	5498.8	2013.02	23225.69	54654.15	10262.9	51668.44	20898.69	61841.09	21586.84	29579.34	88637.75	41037.44	58127.85	23767.49	15733.33	96063.33
EC:4.1.1.31	5915.5	5396.17	960.67	631.7499999999999	168.42000000000002	1300.34	6243.66	5362.41	5075.31	5170.59	5586.77	5872.530000000001	1412.2399999999998	3109.49	4320.0	2169.75	1710.0	2057.75	2601.01	1951.26	2120.33	1521.5	550.09	997.75	1575.87	1893.92
EC:4.1.1.32	0.0	18.0	11.0	13.0	5741.0	143.67000000000002	1032.0	326.0	0.0	11.0	103.0	0.0	3156.74	3798.5	1466.0	1791.0	2255.0	290.0	2074.0	990.0	782.0	3576.0	612.0	1672.0	524.29	569.0
